{
{9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9},
{9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9},
{9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9},
{9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9},
{9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9},
{9,9,9,9,9,9,9,9,9,9,0,9,9,0,0,9,0,0,9,9,9,0,9,9,9,9,9,9,9,9,9,9},
{9,9,9,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9},
{9,9,9,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9},
{9,9,9,9,9,9,9,9,9,0,0,0,0,3,3,0,0,3,0,3,3,0,0,9,9,9,9,9,9,9,9,9},
{9,9,9,9,9,9,9,9,9,0,3,3,3,3,3,3,3,3,3,3,3,3,0,9,9,9,9,9,9,9,9,9},
{9,9,9,9,9,9,9,9,9,0,3,3,3,3,3,3,3,3,3,3,3,3,0,9,9,9,9,9,0,0,0,9},
{9,9,9,9,9,9,9,9,9,0,3,3,3,0,7,7,3,3,3,7,0,3,0,9,9,9,9,0,3,3,3,0},
{9,9,9,9,9,9,9,9,9,0,0,0,0,7,0,0,7,0,7,0,0,0,0,9,9,9,0,3,3,3,3,0},
{9,9,9,9,9,9,9,9,9,0,0,3,3,7,7,0,0,3,0,0,7,3,0,9,9,0,3,3,3,3,0,9},
{9,9,9,9,0,0,0,0,0,0,0,3,3,7,7,0,0,3,0,0,7,3,0,0,0,3,4,3,3,0,0,9},
{9,9,9,9,0,0,4,4,4,4,0,0,3,3,3,3,3,6,3,3,3,0,0,0,0,3,3,4,3,3,0,9},
{9,9,9,9,0,3,0,0,4,4,0,7,0,6,6,0,0,0,0,6,0,4,4,0,3,3,3,0,0,0,9,9},
{9,9,9,9,0,3,3,3,0,0,0,0,7,0,6,6,6,6,6,0,0,4,0,0,3,0,0,9,9,9,9,9},
{9,9,9,9,4,3,0,3,3,0,4,0,7,7,0,0,0,0,0,0,4,0,3,0,0,9,9,9,9,9,9,9},
{9,9,9,9,0,0,3,0,3,0,0,4,0,7,0,7,7,0,7,4,0,3,4,9,9,9,9,9,9,9,9,9},
{9,9,9,0,3,3,3,3,0,0,0,0,4,0,7,7,7,7,0,0,3,4,9,9,9,9,9,9,9,9,9,9},
{9,9,9,0,3,3,3,4,0,3,3,3,3,0,0,7,7,0,4,3,0,9,9,9,9,9,9,9,9,9,9,9},
{9,9,9,0,3,3,3,4,3,3,3,3,3,3,0,0,0,3,3,0,9,9,9,9,9,9,9,9,9,9,9,9},
{9,9,9,9,0,3,3,4,3,3,3,3,3,0,0,0,0,0,4,0,9,9,9,9,9,9,9,9,9,9,9,9},
{9,9,9,9,9,0,0,0,4,3,3,3,0,4,0,4,4,4,4,0,9,9,9,9,9,9,9,9,9,9,9,9},
{9,9,9,9,9,9,9,9,0,4,0,0,0,4,0,4,4,4,4,4,0,9,9,9,9,9,9,9,9,9,9,9},
{9,9,9,9,9,9,9,9,0,4,4,4,4,0,0,4,4,4,4,4,4,0,9,9,9,9,9,9,9,9,9,9},
{9,9,9,9,9,9,9,9,0,0,0,0,0,9,9,0,4,4,4,4,4,0,0,9,9,9,9,9,9,9,9,9},
{9,9,9,9,9,9,9,0,0,0,0,0,9,9,9,9,0,4,0,0,0,0,0,0,9,9,9,9,9,9,9,9},
{9,9,9,9,9,9,0,0,0,0,0,0,9,9,9,9,9,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9},
{9,9,9,9,9,0,0,0,0,0,0,0,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0,9,9,9,9,9},
{9,9,9,9,9,0,0,0,0,0,0,0,9,9,9,9,9,9,9,0,0,0,0,0,0,0,0,9,9,9,9,9}
}
